"sim","n1","n0","prop_obs_s0","prop_obs_s1","delta.s.true","delta.true","R.true","betahat1","betahat1_star","R.model","betahat1_star.complete","R.model.complete","betahat1_star.ipw","R.model.ipw","betahat1_star.smle","R.model.smle"
"4-1",1000,1000,0.7,1,6,12,0.5,11.5842217254949,6.25822744239,0.459762805763918,6.29164548270956,0.456878016339869,6.2747130600448,0.456878016339869,6.27347266731878,0.458446772171845
"4-2",1000,1000,0.7,1,6,12,0.5,11.8571667745074,6.2489741284934,0.472979148616808,6.32214319933005,0.466808275571995,6.32676669519873,0.466808275571995,6.31649804646984,0.467284371840823
"4-3",1000,1000,0.7,1,6,12,0.5,11.8237129794169,6.14808147181202,0.480021082843027,6.14195923582829,0.480538875857319,6.13408211668059,0.480538875857319,6.14152003961431,0.480576021229061
"4-4",1000,1000,0.7,1,6,12,0.5,12.1689708734938,6.2509384660343,0.486321519624149,6.24467078560347,0.486836573895869,6.18437053605816,0.486836573895869,6.22419603086039,0.48851911179952
"4-5",1000,1000,0.7,1,6,12,0.5,11.4942771920919,6.09227803955991,0.469972931942911,6.10024048699026,0.469280200482092,6.08262760549697,0.469280200482092,6.09107154090995,0.470077897103382
"4-6",1000,1000,0.7,1,6,12,0.5,11.9248093718996,5.98846686340549,0.497814457519372,6.06333989215826,0.491535696457647,6.05555173265304,0.491535696457647,6.05953627706928,0.491854662989552
"4-7",1000,1000,0.7,1,6,12,0.5,11.5222828843041,6.44261821960337,0.440855750176068,6.46462056413304,0.438946202844988,6.43593718697888,0.438946202844988,6.45061861508514,0.440161408997145
"4-8",1000,1000,0.7,1,6,12,0.5,11.7486269366447,6.08852457223311,0.481767137124542,6.07404633138876,0.482999471840966,6.03178145522935,0.482999471840966,6.07310401155092,0.483079678646656
"4-9",1000,1000,0.7,1,6,12,0.5,12.4293197919314,6.2300995908533,0.498757800495434,6.32761956967284,0.490911837848078,6.31724886490742,0.490911837848078,6.32272551021057,0.491305589038344
"4-10",1000,1000,0.7,1,6,12,0.5,11.7890789002492,6.1932522738199,0.474661903086512,6.29017906477923,0.466440158896023,6.25505754988042,0.466440158896023,6.27625002592347,0.467621679434957
"4-11",1000,1000,0.7,1,6,12,0.5,12.2930825060509,6.35762870053166,0.482828761833957,6.34535224541487,0.483827409253003,6.33110923058665,0.483827409253003,6.32877753309786,0.485175705118491
"4-12",1000,1000,0.7,1,6,12,0.5,11.8236588902931,6.03697997114095,0.489415245555069,6.00825070439656,0.491845057427261,6.00580119409506,0.491845057427261,6.01012985708028,0.49168612585615
"4-13",1000,1000,0.7,1,6,12,0.5,11.9780150047502,6.00313856456277,0.498820250084671,5.95442567192998,0.502887108626213,5.92412086728731,0.502887108626213,5.95174203791679,0.503111155266005
