"sim","n1","n0","prop_obs_s0","prop_obs_s1","delta.s.true","delta.true","R.true","betahat1","betahat1_star","R.model","betahat1_star.complete","R.model.complete","betahat1_star.ipw","R.model.ipw","betahat1_star.smle","R.model.smle"
"4-1",1000,1000,0.3,0.5,6,12,0.5,11.5842217254949,6.25822744239,0.459762805763918,6.31521284437553,0.454843579998401,6.43923140594466,0.454843579998401,6.30470960174356,0.455750265219114
"4-2",1000,1000,0.3,0.5,6,12,0.5,11.9980382730417,6.25024574052421,0.479061026620672,6.13088744185861,0.489009177805836,6.1616842326673,0.489009177805836,6.17588985172323,0.48525836381104
"4-3",1000,1000,0.3,0.5,6,12,0.5,11.5436037785813,6.16189991691711,0.466206564682145,6.18950608902913,0.463815095549841,6.18778727867232,0.463815095549841,6.16183399181437,0.466212275645896
"4-4",1000,1000,0.3,0.5,6,12,0.5,12.2873477398215,6.24823612584301,0.491490250121808,6.30151266584578,0.487154364043635,6.16773453852898,0.487154364043635,6.30387478472714,0.48696212411266
"4-5",1000,1000,0.3,0.5,6,12,0.5,11.5147404374964,6.18484241400539,0.462876089341523,6.25102668554181,0.457128302676623,6.06050662854462,0.457128302676623,6.23197992195127,0.458782422775459
"4-6",1000,1000,0.3,0.5,6,12,0.5,11.7460277330132,6.22130767834608,0.470347949131725,6.29735240798235,0.463873868585964,6.26886613752165,0.463873868585964,6.32441165691737,0.461570174984172
"4-7",1000,1000,0.3,0.5,6,12,0.5,12.918155780246,6.37629477802905,0.506408276343944,6.42398438120834,0.502716603632255,6.39574457519306,0.502716603632255,6.40425512681784,0.504243853707739
"4-8",1000,1000,0.3,0.5,6,12,0.5,12.0335305802052,6.30804619149663,0.475794227683007,6.15553758628594,0.488467865248823,6.19758359791146,0.488467865248823,6.1981030706529,0.484930625360392
"4-9",1000,1000,0.3,0.5,6,12,0.5,11.9558055640881,6.19589767364307,0.481766607826595,6.15377641339566,0.485289687891892,6.04852915172997,0.485289687891892,6.21110723596375,0.480494459142079
"4-10",1000,1000,0.3,0.5,6,12,0.5,11.6079528260497,6.09567301970849,0.474870968976626,5.98378978159777,0.484509467666907,5.89625317317381,0.484509467666907,5.98920673717237,0.484042808674078
"4-11",1000,1000,0.3,0.5,6,12,0.5,12.3662584131308,6.23748099747732,0.495604831380993,6.28857846371606,0.491472824388119,6.13451314442325,0.491472824388119,6.32138341952479,0.488820044969091
"4-12",1000,1000,0.3,0.5,6,12,0.5,12.7951962496375,6.37240983133364,0.501968574220641,6.36732923986697,0.502365644446651,6.57175330320352,0.502365644446651,6.38046447943626,0.501339068588569
"4-13",1000,1000,0.3,0.5,6,12,0.5,12.2821702458653,6.16439522492636,0.498102118638066,6.25891539316572,0.490406396599758,6.32492978043898,0.490406396599758,6.28994079864527,0.487880344211745
"4-14",1000,1000,0.3,0.5,6,12,0.5,11.6371083408897,5.99785660708138,0.484592182921723,5.98301626579173,0.485867443137142,5.97778969432698,0.485867443137142,6.02675703952038,0.482108710946348
"4-15",1000,1000,0.3,0.5,6,12,0.5,10.4691997413076,5.86084994342878,0.440181667343297,6.07213406438836,0.420000170554586,6.11567692748936,0.420000170554586,6.0805328349393,0.419197934399152
