"sim","n1","n0","prop_obs_s0","prop_obs_s1","delta.s.true","delta.true","R.true","betahat1","betahat1_star","R.model","betahat1_star.complete","R.model.complete","betahat1_star.ipw","R.model.ipw","betahat1_star.smle","R.model.smle"
"4-1",1000,1000,1,0.5,6,12,0.5,11.5842217254949,6.25822744239,0.459762805763918,6.24261007713516,0.461110964114554,6.37486149698712,0.461110964114554,6.24331952828846,0.461049721230042
"4-2",1000,1000,1,0.5,6,12,0.5,11.8571667745074,6.2489741284934,0.472979148616808,6.11989013583778,0.483865728447425,6.19887822194598,0.483865728447425,6.14492381549783,0.481754458517928
"4-3",1000,1000,1,0.5,6,12,0.5,11.8237129794169,6.14808147181202,0.480021082843027,6.10555550451839,0.483617750604471,6.13288875956549,0.483617750604471,6.12167953113585,0.482254048132538
"4-4",1000,1000,1,0.5,6,12,0.5,12.1689708734938,6.2509384660343,0.486321519624149,6.26323782469115,0.485310804849275,6.32575044345684,0.485310804849275,6.27545500972159,0.484306842792216
"4-5",1000,1000,1,0.5,6,12,0.5,11.4942771920919,6.09227803955991,0.469972931942911,6.14671161183817,0.465237221174103,6.19688092567429,0.465237221174103,6.16576105694381,0.463579922956278
"4-6",1000,1000,1,0.5,6,12,0.5,11.9248093718996,5.98846686340549,0.497814457519372,6.01900052742442,0.495253941617887,6.06154168565234,0.495253941617887,6.05213490959775,0.49247533265736
"4-7",1000,1000,1,0.5,6,12,0.5,11.5222828843041,6.44261821960337,0.440855750176068,6.38938579698201,0.445475704672575,6.41293081689517,0.445475704672575,6.40617250296653,0.444018814041345
"4-8",1000,1000,1,0.5,6,12,0.5,11.7486269366447,6.08852457223311,0.481767137124542,6.18196850721049,0.473813532377256,6.24644353553378,0.473813532377256,6.15755392269684,0.475891612194183
"4-9",1000,1000,1,0.5,6,12,0.5,12.4293197919314,6.2300995908533,0.498757800495434,6.14411033093108,0.505676060010975,6.19483839364548,0.505676060010975,6.15254337025542,0.504997580458955
"4-10",1000,1000,1,0.5,6,12,0.5,11.7890789002492,6.1932522738199,0.474661903086512,6.12378781046146,0.480554175412976,6.17837900667767,0.480554175412976,6.1439566234768,0.478843370592176
"4-11",1000,1000,1,0.5,6,12,0.5,12.2930825060509,6.35762870053166,0.482828761833957,6.31494796513673,0.486300692928043,6.40104198109591,0.486300692928043,6.32750794430591,0.485278981802051
"4-12",1000,1000,1,0.5,6,12,0.5,11.8236588902931,6.03697997114095,0.489415245555069,6.0336027157553,0.489700880942303,6.09024324526881,0.489700880942303,6.03925990594807,0.489222417359645
"4-13",1000,1000,1,0.5,6,12,0.5,11.9780150047502,6.00313856456277,0.498820250084671,6.02709648407765,0.496820092336883,6.07586506911845,0.496820092336883,6.03115409057358,0.49648133783588
"4-14",1000,1000,1,0.5,6,12,0.5,11.9554414036784,6.33797787479631,0.469866677373678,6.27733826180779,0.474938812390781,6.39139224824769,0.474938812390781,6.29035491343002,0.473850048606766
"4-15",1000,1000,1,0.5,6,12,0.5,11.590668799162,6.2619246794466,0.459744317782653,6.14101360338487,0.470176077861111,6.21034503721524,0.470176077861111,6.15273525097437,0.469164777495912
"4-16",1000,1000,1,0.5,6,12,0.5,10.9368126388332,6.21596688064961,0.431647310242964,6.2045196368784,0.432693981165219,6.18639193443695,0.432693981165219,6.17782793133658,0.435134519046159
"4-17",1000,1000,1,0.5,6,12,0.5,11.7805777497445,6.15036939303454,0.47792294031013,6.14216753013262,0.478619159381567,6.15568609361434,0.478619159381567,6.15262755263197,0.477731255348203
"4-18",1000,1000,1,0.5,6,12,0.5,11.9325711295842,6.18339715921197,0.481805128830818,6.19459442813753,0.480866750269822,6.27658621274027,0.480866750269822,6.21093973110673,0.47949694465193
"4-19",1000,1000,1,0.5,6,12,0.5,12.2424723104806,6.08083519020172,0.503300065870193,5.98799021858133,0.510883907537607,6.08388667330526,0.510883907537607,6.02515695560578,0.507848022621401
"4-20",1000,1000,1,0.5,6,12,0.5,11.6028404677535,6.21526734227966,0.464332259022858,6.22818198055743,0.463219200689111,6.18566668597295,0.463219200689111,6.23363246056094,0.462749446750956
"4-21",1000,1000,1,0.5,6,12,0.5,11.8803974961202,6.13572400682529,0.4835421955512,6.05040782252232,0.490723452266797,6.18997846254453,0.490723452266797,6.0725931003793,0.48885606711708
"4-22",1000,1000,1,0.5,6,12,0.5,11.4366121196171,6.22986892081902,0.455269720118165,6.18464665939999,0.45922388599754,6.26827624322721,0.45922388599754,6.18323644180808,0.4593471932827
"4-23",1000,1000,1,0.5,6,12,0.5,13.1770697040342,6.01203723098953,0.543750062341331,5.99738497505548,0.544862013348888,6.10061685236661,0.544862013348888,6.00944126454409,0.543947068694318
"4-24",1000,1000,1,0.5,6,12,0.5,12.3521495415127,6.33143231020728,0.487422631265204,6.21809235055018,0.496598358880563,6.23712831801293,0.496598358880563,6.22108754458205,0.49635587525277
"4-25",1000,1000,1,0.5,6,12,0.5,12.3397471974109,6.13470629428946,0.502849920979204,6.04756007718189,0.509912157807351,6.11769803199835,0.509912157807351,6.08021821449448,0.50726557706383
"4-26",1000,1000,1,0.5,6,12,0.5,11.5711605043109,6.1402528492142,0.469348571655662,6.11163853127805,0.471821471234359,6.13152621371323,0.471821471234359,6.06631216899228,0.475738655018032
"4-27",1000,1000,1,0.5,6,12,0.5,12.0667487186124,6.39809280354738,0.469774920092718,6.33695158323916,0.474841837597505,6.41553623680253,0.474841837597505,6.32771452583956,0.475607334386658
"4-28",1000,1000,1,0.5,6,12,0.5,12.8148612146819,6.22921360100042,0.513907057076542,6.29231010053929,0.508983359622325,6.40618369696819,0.508983359622325,6.25875532093032,0.511601786700609
"4-29",1000,1000,1,0.5,6,12,0.5,11.8259152341954,6.30488764475293,0.466858376718114,6.28753412296719,0.468325791412205,6.36569837947749,0.468325791412205,6.27190353136348,0.469647515041554
"4-30",1000,1000,1,0.5,6,12,0.5,12.1648320635973,6.1576291648911,0.493817166344816,6.04309596257769,0.503232273903608,6.08772818053645,0.503232273903608,6.07318918717798,0.50075848516218
"4-31",1000,1000,1,0.5,6,12,0.5,12.9249994634951,6.36441398398963,0.507588839599952,6.31342138863571,0.511534108263052,6.38853813426729,0.511534108263052,6.30859439563645,0.511907570019309
"4-32",1000,1000,1,0.5,6,12,0.5,12.8643676583028,6.43200758544818,0.500013700145076,6.40111157535751,0.502415373582225,6.42716203697306,0.502415373582225,6.40206488144469,0.502341269194625
"4-33",1000,1000,1,0.5,6,12,0.5,10.7938243081777,6.08053978696063,0.43666492863388,6.09168649562272,0.435632235461948,6.1618953528841,0.435632235461948,6.03189797881682,0.441171376650358
"4-34",1000,1000,1,0.5,6,12,0.5,12.0388701278533,6.48220580914299,0.461560284287339,6.39999894586303,0.468388737656045,6.48169026013526,0.468388737656045,6.44423658113,0.464714170624657
"4-35",1000,1000,1,0.5,6,12,0.5,11.7028520297037,6.02262234796679,0.48537140069101,6.00831031284821,0.486594353444941,6.07172170870694,0.486594353444941,6.02599949757765,0.485082825769078
"4-36",1000,1000,1,0.5,6,12,0.5,11.576411315499,6.14104977360407,0.469520423364521,6.12663765743754,0.470765378797923,6.1115092453118,0.470765378797923,6.1222797967629,0.471141821942165
"4-37",1000,1000,1,0.5,6,12,0.5,11.4036704189019,6.12133399084691,0.463213705238216,6.23466163923769,0.453275883096063,6.2569457322214,0.453275883096063,6.23026378752355,0.453661535395068
"4-38",1000,1000,1,0.5,6,12,0.5,12.3632131019027,6.30709671852869,0.489849712486309,6.2676441643661,0.493040837142771,6.28850169205193,0.493040837142771,6.27258575987798,0.492641135586942
"4-39",1000,1000,1,0.5,6,12,0.5,12.8358335524575,6.18168427154979,0.518404142100591,6.1402462218204,0.521632452093864,6.16602566474572,0.521632452093864,6.17028658573962,0.519292100468358
"4-40",1000,1000,1,0.5,6,12,0.5,12.5498825265301,6.3069562418931,0.497448981808365,6.33902244664158,0.494893881815939,6.39025341083099,0.494893881815939,6.35114792313205,0.493927699346515
"4-41",1000,1000,1,0.5,6,12,0.5,13.1868491126857,6.24707930864163,0.526264443063056,6.15797737528939,0.533021321267306,6.20421335425506,0.533021321267306,6.19852777022817,0.529946258028752
"4-42",1000,1000,1,0.5,6,12,0.5,12.2180650147413,6.39155228672026,0.476876880339995,6.3250298535171,0.482321476773464,6.4151558837384,0.482321476773464,6.34585568551446,0.480616965300311
"4-43",1000,1000,1,0.5,6,12,0.5,11.6115189832811,6.23927015659053,0.462665464735993,6.30683105817226,0.456847026883116,6.3511814514667,0.456847026883116,6.31854784436099,0.455837961126465
"4-44",1000,1000,1,0.5,6,12,0.5,12.0711951391251,6.06051088440003,0.497936135192054,6.01476750209866,0.501725601087862,6.01786186171058,0.501725601087862,6.00815707039914,0.502273221404106
"4-45",1000,1000,1,0.5,6,12,0.5,11.500949634413,6.4106902080283,0.442594706367003,6.45503951815351,0.438738563045368,6.50099363546143,0.438738563045368,6.48828421472837,0.435847958562118
"4-46",1000,1000,1,0.5,6,12,0.5,12.2962395662208,6.13864669498288,0.500770405299644,6.03744467891047,0.509000727710605,6.13176563031285,0.509000727710605,6.07206075835951,0.506185551634812
"4-47",1000,1000,1,0.5,6,12,0.5,11.7054161753925,6.11116287368908,0.477920068614376,6.04568849191425,0.483513580266911,6.18974174322805,0.483513580266911,6.06911461650925,0.481512273842262
"4-48",1000,1000,1,0.5,6,12,0.5,11.8999031064655,6.1406037552933,0.483978676098886,6.14165992352737,0.483889921743105,6.16511073226362,0.483889921743105,6.11792964733098,0.485884078836998
"4-49",1000,1000,1,0.5,6,12,0.5,12.0905152468604,6.24190005144061,0.483735810757819,6.16869255864639,0.48979076303235,6.21047545263141,0.48979076303235,6.18571935067991,0.488382486239684
"4-50",1000,1000,1,0.5,6,12,0.5,12.0360688252778,6.13783060113363,0.49004690067548,6.14891779171973,0.489125736901241,6.16609028859641,0.489125736901241,6.17262411676864,0.487156129931303
"4-51",1000,1000,1,0.5,6,12,0.5,12.192797221261,5.92908087191979,0.51372267049754,5.87786868850448,0.517922870212664,5.9125203327923,0.517922870212664,5.86522312649606,0.518960004003947
"4-52",1000,1000,1,0.5,6,12,0.5,11.8956852056425,6.32623436569971,0.468190839254977,6.231053109133,0.476192165359468,6.22448237991303,0.476192165359468,6.29204411403689,0.471065011786593
"4-53",1000,1000,1,0.5,6,12,0.5,12.8163118138684,6.14305407288196,0.5206847209948,6.12592435349418,0.52202127706776,6.15550401267727,0.52202127706776,6.15703490354873,0.519593858750668
"4-54",1000,1000,1,0.5,6,12,0.5,12.0396249255262,5.96414639109247,0.504623571914822,5.92186463508087,0.508135455073404,5.93930833341549,0.508135455073404,5.94248584157507,0.506422676924436
"4-55",1000,1000,1,0.5,6,12,0.5,12.5948966941279,6.3396583322058,0.496648643798601,6.31182854227792,0.498858252229995,6.31784175010524,0.498858252229995,6.33214137277929,0.497245469609012
"4-56",1000,1000,1,0.5,6,12,0.5,11.6940983117208,6.52352734624203,0.442152171775092,6.52582224935069,0.441955927221003,6.60563000471525,0.441955927221003,6.52717162772502,0.441840537531403
"4-57",1000,1000,1,0.5,6,12,0.5,11.8452123812027,6.06532461870619,0.487951382929078,5.99469315824312,0.49391425283719,6.07753417777142,0.49391425283719,6.01128573510052,0.492513469438512
"4-58",1000,1000,1,0.5,6,12,0.5,12.0411348474012,6.05401432407602,0.497222280059207,6.06711392546201,0.496134375841539,6.10473493331962,0.496134375841539,6.09797617900964,0.493571307331905
"4-59",1000,1000,1,0.5,6,12,0.5,11.9909550377933,6.15568771766901,0.486639079350442,6.1392043470654,0.488013729705786,6.16153271940919,0.488013729705786,6.16178525653021,0.486130567823047
"4-60",1000,1000,1,0.5,6,12,0.5,12.2092606670681,6.18737782450366,0.493222563329096,6.17390204046578,0.494326297978175,6.21991604258405,0.494326297978175,6.19346626492637,0.492723889364411
"4-61",1000,1000,1,0.5,6,12,0.5,11.853786613826,6.27616519848336,0.470534994179584,6.29542741099897,0.468910010269957,6.36104727613581,0.468910010269957,6.30255093142246,0.46830906133646
