"sim","n1","n0","prop_obs_s0","prop_obs_s1","delta.s.true","delta.true","R.true","betahat1","betahat1_star","R.model","betahat1_star.complete","R.model.complete","betahat1_star.ipw","R.model.ipw","betahat1_star.smle","R.model.smle"
"4-1",1000,1000,1,0.7,6,12,0.5,11.5842217254949,6.25822744239,0.459762805763918,6.14805135188234,0.469273681256329,6.19079473889918,0.469273681256329,6.13187654567999,0.470669960314659
"4-2",1000,1000,1,0.7,6,12,0.5,11.8571667745074,6.2489741284934,0.472979148616808,6.18912818189325,0.478026386944333,6.24127752592409,0.478026386944333,6.22079888269576,0.475355369372867
"4-3",1000,1000,1,0.7,6,12,0.5,11.8237129794169,6.14808147181202,0.480021082843027,6.13196710112288,0.481383968657086,6.15427147489465,0.481383968657086,6.1320817978474,0.481374268089698
"4-4",1000,1000,1,0.7,6,12,0.5,12.1689708734938,6.2509384660343,0.486321519624149,6.14006930577335,0.495432327876837,6.14314734220481,0.495432327876837,6.14486354247911,0.495038355637475
"4-5",1000,1000,1,0.7,6,12,0.5,11.4942771920919,6.09227803955991,0.469972931942911,6.04866786935683,0.473767008723406,6.04990123951314,0.473767008723406,6.06836140611773,0.472053674650129
"4-6",1000,1000,1,0.7,6,12,0.5,11.9248093718996,5.98846686340549,0.497814457519372,5.9611486142415,0.500105332644669,5.96992918856542,0.500105332644669,5.96243583958964,0.499997387493681
"4-7",1000,1000,1,0.7,6,12,0.5,11.5222828843041,6.44261821960337,0.440855750176068,6.43151161193468,0.441819674407074,6.45170684412276,0.441819674407074,6.43352622115332,0.441644829783065
"4-8",1000,1000,1,0.7,6,12,0.5,11.7486269366447,6.08852457223311,0.481767137124542,6.02329306903,0.487319403236563,6.01982554020874,0.487319403236563,6.04489496108625,0.485480729477259
"4-9",1000,1000,1,0.7,6,12,0.5,12.4293197919314,6.2300995908533,0.498757800495434,6.2410195044033,0.497879239662437,6.29268994071769,0.497879239662437,6.21679588858692,0.499828148872424
"4-10",1000,1000,1,0.7,6,12,0.5,11.7890789002492,6.1932522738199,0.474661903086512,6.15174597937032,0.478182644172459,6.18581394161456,0.478182644172459,6.16665076900827,0.47691835628669
"4-11",1000,1000,1,0.7,6,12,0.5,12.2930825060509,6.35762870053166,0.482828761833957,6.35212495549145,0.483276472571886,6.40137876615253,0.483276472571886,6.35397155020059,0.483126258440628
"4-12",1000,1000,1,0.7,6,12,0.5,11.8236588902931,6.03697997114095,0.489415245555069,5.99361073811351,0.493083249971455,6.015451617653,0.493083249971455,6.00528204862734,0.492096135016421
"4-13",1000,1000,1,0.7,6,12,0.5,11.9780150047502,6.00313856456277,0.498820250084671,5.96875723625322,0.501690619532023,5.97634452910587,0.501690619532023,6.0025330156407,0.498870805115854
"4-14",1000,1000,1,0.7,6,12,0.5,11.9554414036784,6.33797787479631,0.469866677373678,6.22413909823648,0.479388599042317,6.26293269103466,0.479388599042317,6.24954497415071,0.477263551956526
"4-15",1000,1000,1,0.7,6,12,0.5,11.590668799162,6.2619246794466,0.459744317782653,6.17494005130098,0.467249029516967,6.21617648404384,0.467249029516967,6.16141732068978,0.468415720658395
"4-16",1000,1000,1,0.7,6,12,0.5,10.9368126388332,6.21596688064961,0.431647310242964,6.1883486623417,0.434172563186391,6.18046897702054,0.434172563186391,6.19740248954909,0.433344732674305
"4-17",1000,1000,1,0.7,6,12,0.5,11.7805777497445,6.15036939303454,0.47792294031013,6.16894683941051,0.476345984852544,6.18415728274394,0.476345984852544,6.15593620098081,0.477450399144108
"4-18",1000,1000,1,0.7,6,12,0.5,11.9325711295842,6.18339715921197,0.481805128830818,6.0978388121185,0.488975280691999,6.11128776057431,0.488975280691999,6.10342257823144,0.488507337442192
"4-19",1000,1000,1,0.7,6,12,0.5,12.2424723104806,6.08083519020172,0.503300065870193,6.05116953159094,0.505723241341489,6.10809149912572,0.505723241341489,6.05832195686324,0.505139010877992
"4-20",1000,1000,1,0.7,6,12,0.5,11.6028404677535,6.21526734227966,0.464332259022858,6.16671971718686,0.468516374561439,6.1424493129795,0.468516374561439,6.18923369301607,0.466575989714144
"4-21",1000,1000,1,0.7,6,12,0.5,11.8803974961202,6.13572400682529,0.4835421955512,6.00827560040816,0.494269816950967,6.06835239073599,0.494269816950967,6.04369122434192,0.49128880356776
"4-22",1000,1000,1,0.7,6,12,0.5,11.4366121196171,6.22986892081902,0.455269720118165,6.19892229897996,0.457975645746785,6.24041040213698,0.457975645746785,6.2215075770953,0.456000823318682
"4-23",1000,1000,1,0.7,6,12,0.5,13.1770697040342,6.01203723098953,0.543750062341331,5.9071965307118,0.551706360868434,5.93411051163036,0.551706360868434,5.92783603267491,0.55014004131282
"4-24",1000,1000,1,0.7,6,12,0.5,12.3521495415127,6.33143231020728,0.487422631265204,6.30604910822475,0.4894775935936,6.33801615265479,0.4894775935936,6.31732228376991,0.488564944705464
"4-25",1000,1000,1,0.7,6,12,0.5,12.3397471974109,6.13470629428946,0.502849920979204,6.11187917737699,0.504699806276471,6.15782203962616,0.504699806276471,6.10592574705312,0.505182265943483
"4-26",1000,1000,1,0.7,6,12,0.5,11.5711605043109,6.1402528492142,0.469348571655662,6.16830029903286,0.466924661814621,6.19010994626266,0.466924661814621,6.16347800951057,0.467341412539018
"4-27",1000,1000,1,0.7,6,12,0.5,12.0667487186124,6.39809280354738,0.469774920092718,6.36310058202374,0.472674808234887,6.40216860648603,0.472674808234887,6.35769228556667,0.473123006551036
"4-28",1000,1000,1,0.7,6,12,0.5,12.8148612146819,6.22921360100042,0.513907057076542,6.12894308387177,0.521731606671645,6.13880492402166,0.521731606671645,6.17696864279075,0.517983961019115
