"sim","n1","n0","prop_obs_s0","prop_obs_s1","delta.s.true","delta.true","R.true","betahat1","betahat1_star","R.model","betahat1_star.complete","R.model.complete","betahat1_star.ipw","R.model.ipw","betahat1_star.smle","R.model.smle"
"4-1",1000,1000,0.3,0.7,6,12,0.5,11.5842217254949,6.25822744239,0.459762805763918,6.22928808154687,0.462260976252096,6.25452698512575,0.462260976252096,6.19897384399085,0.464877832030098
"4-2",1000,1000,0.3,0.7,6,12,0.5,11.9980382730417,6.25024574052421,0.479061026620672,6.31363277300906,0.473777910244283,6.32602204106138,0.473777910244283,6.31404184241292,0.473743815553589
"4-3",1000,1000,0.3,0.7,6,12,0.5,11.5436037785813,6.16189991691711,0.466206564682145,6.19894552086525,0.462997375882987,6.19446692135397,0.462997375882987,6.14072290380536,0.468041088243239
"4-4",1000,1000,0.3,0.7,6,12,0.5,12.2873477398215,6.24823612584301,0.491490250121808,6.38033480549663,0.480739461387677,6.23937783740061,0.480739461387677,6.37759718167873,0.48096226161079
"4-5",1000,1000,0.3,0.7,6,12,0.5,11.5147404374964,6.18484241400539,0.462876089341523,6.28858689391164,0.453866378660732,6.11654344434465,0.453866378660732,6.28860628642597,0.453864694513839
"4-6",1000,1000,0.3,0.7,6,12,0.5,11.7460277330132,6.22130767834608,0.470347949131725,6.2958358580284,0.464002980315344,6.25989673768684,0.464002980315344,6.29034487891211,0.464470455724146
"4-7",1000,1000,0.3,0.7,6,12,0.5,12.918155780246,6.37629477802905,0.506408276343944,6.34708509131745,0.508669410766573,6.24482239432723,0.508669410766573,6.3276054902919,0.510177335067605
"4-8",1000,1000,0.3,0.7,6,12,0.5,12.0335305802052,6.30804619149663,0.475794227683007,6.36516093484794,0.47104792791914,6.43409210967006,0.47104792791914,6.3597021524386,0.471501558910723
"4-9",1000,1000,0.3,0.7,6,12,0.5,11.9558055640881,6.19589767364307,0.481766607826595,6.13796855706369,0.486611878709335,6.0047812707323,0.486611878709335,6.17816982315823,0.483249389592308
"4-10",1000,1000,0.3,0.7,6,12,0.5,11.6079528260497,6.09567301970849,0.474870968976626,6.09259559914592,0.475136082094217,6.01232090665674,0.475136082094217,6.12276808484448,0.472536787787055
"4-11",1000,1000,0.3,0.7,6,12,0.5,12.3662584131308,6.23748099747732,0.495604831380993,6.25348622336277,0.49431056553673,6.05660253758952,0.49431056553673,6.26589052688431,0.493307489011305
"4-12",1000,1000,0.3,0.7,6,12,0.5,12.7951962496375,6.37240983133364,0.501968574220641,6.33904365962589,0.504576285040919,6.47711592905675,0.504576285040919,6.34094664576985,0.504427558432367
"4-13",1000,1000,0.3,0.7,6,12,0.5,12.2821702458653,6.16439522492636,0.498102118638066,6.23559705604315,0.492304948456293,6.24511988949383,0.492304948456293,6.2374543297439,0.492153731394196
"4-14",1000,1000,0.3,0.7,6,12,0.5,11.6371083408897,5.99785660708138,0.484592182921723,6.03974881478087,0.480992301707909,6.00302590357351,0.480992301707909,6.05779421847214,0.479441624068529
"4-15",1000,1000,0.3,0.7,6,12,0.5,10.4691997413076,5.86084994342878,0.440181667343297,6.00266975834927,0.426635281905553,6.01122064003552,0.426635281905553,6.01319390213798,0.425630033744399
"4-16",1000,1000,0.3,0.7,6,12,0.5,11.3080218304786,6.31011689163885,0.441978713320913,6.29670335306361,0.443164910055968,6.38834398051079,0.443164910055968,6.23993766199629,0.448184858895677
"4-17",1000,1000,0.3,0.7,6,12,0.5,12.1848362103655,6.14950950656662,0.495314553236644,6.17057930585067,0.493585371250092,6.15576737288516,0.493585371250092,6.12771585355115,0.497103141334113
"4-18",1000,1000,0.3,0.7,6,12,0.5,12.2424723104806,6.08083519020172,0.503300065870193,6.06867957620697,0.504292971035626,6.02356883628265,0.504292971035626,6.07340861864292,0.503906689383031
"4-19",1000,1000,0.3,0.7,6,12,0.5,11.8256310495063,6.23276442553701,0.472944454342908,6.21038101184835,0.474837242439793,6.12606781928599,0.474837242439793,6.20249030699866,0.475504496882001
"4-20",1000,1000,0.3,0.7,6,12,0.5,11.7330435831811,6.20353134147444,0.471276885874099,6.14671999228158,0.47611888179699,6.13381594989824,0.47611888179699,6.17163849612224,0.473995093228064
"4-21",1000,1000,0.3,0.7,6,12,0.5,11.6794450329588,6.0672299570394,0.480520697694282,6.2921590377259,0.461262155867015,6.29755211824763,0.461262155867015,6.30437889694839,0.460215885330358
"4-22",1000,1000,0.3,0.7,6,12,0.5,11.5972806927224,5.9950205179002,0.483066705312891,5.94732757801411,0.487179129694929,6.01873781437845,0.487179129694929,5.99317327593974,0.483225987648932
"4-23",1000,1000,0.3,0.7,6,12,0.5,11.7341723071401,6.21123051139248,0.470671612039222,6.44217697615292,0.450990081998972,6.3818661654598,0.450990081998972,6.43792974277825,0.451352036235155
"4-24",1000,1000,0.3,0.7,6,12,0.5,12.0811706741761,6.26711304236172,0.481249523627881,6.3441798197228,0.474870441712764,6.27462401562491,0.474870441712764,6.35995433665252,0.47356473075518
"4-25",1000,1000,0.3,0.7,6,12,0.5,11.9840764329363,6.12842491888943,0.488619339739321,6.02884480254076,0.496928709001602,5.92601932172867,0.496928709001602,6.02089055613919,0.497592443620292
"4-26",1000,1000,0.3,0.7,6,12,0.5,11.5283561329724,5.99961326385298,0.479577730367522,6.03138566191716,0.476821708806624,6.09597974573702,0.476821708806624,6.05192046231581,0.475040466089814
"4-27",1000,1000,0.3,0.7,6,12,0.5,11.2025321701001,6.24780900492151,0.442286001945426,6.33423766631786,0.434570901458856,6.32869662436011,0.434570901458856,6.36821420491362,0.43153796764712
"4-28",1000,1000,0.3,0.7,6,12,0.5,11.124802636504,6.13514272872024,0.448516712684064,6.21633841612557,0.441218094447108,6.20011305054251,0.441218094447108,6.14878698318473,0.447290241086292
"4-29",1000,1000,0.3,0.7,6,12,0.5,12.1935109454694,6.27874005868679,0.485075292361161,6.42747288697411,0.472877589094853,6.39728275812403,0.472877589094853,6.43837130159558,0.47198380102428
"4-30",1000,1000,0.3,0.7,6,12,0.5,11.9246005400685,6.34003810691771,0.468322810008253,6.4586490730008,0.458376064565121,6.43491501219559,0.458376064565121,6.43287630805933,0.460537375114256
"4-31",1000,1000,0.3,0.7,6,12,0.5,12.1619662848938,5.81605645379672,0.521783211895532,5.89265915556422,0.515484666086978,5.94139381893869,0.515484666086978,5.93480255405377,0.512019486402842
"4-32",1000,1000,0.3,0.7,6,12,0.5,12.5702245347328,6.16263177320499,0.509743699790167,6.37357553689207,0.492962474991498,6.38485847921152,0.492962474991498,6.32723175204779,0.49664926552704
"4-33",1000,1000,0.3,0.7,6,12,0.5,12.4591749950788,5.9559827617298,0.521960100561848,6.02121379747117,0.516724518288774,5.90812177386186,0.516724518288774,6.01786505483498,0.516993295526233
"4-34",1000,1000,0.3,0.7,6,12,0.5,11.9832137714866,6.14513373530951,0.487188174016264,6.16220366913935,0.485763686883233,6.05789046501824,0.485763686883233,6.19771945865347,0.482799891845326
"4-35",1000,1000,0.3,0.7,6,12,0.5,11.4036704189019,6.12133399084691,0.463213705238216,6.09730529526414,0.465320807136123,6.0280933304578,0.465320807136123,6.09490714972669,0.465531103071498
"4-36",1000,1000,0.3,0.7,6,12,0.5,12.420161739926,6.27442850937715,0.494819098111478,6.34694687159544,0.488980336609269,6.25389183669076,0.488980336609269,6.33796293227691,0.489703671740215
"4-37",1000,1000,0.3,0.7,6,12,0.5,12.295086306422,6.2716834803714,0.489903256954321,6.37188481348446,0.481753551404005,6.28253279021063,0.481753551404005,6.3903602991184,0.480250879102772
"4-38",1000,1000,0.3,0.7,6,12,0.5,12.1606333979393,6.12249767995963,0.496531350003765,6.24532580642866,0.486430878881114,5.95526170396425,0.486430878881114,6.23827975430812,0.487010293775879
"4-39",1000,1000,0.3,0.7,6,12,0.5,11.8491796675748,5.84948258614497,0.506338603156468,5.85630671365456,0.505762687548718,5.8525022582044,0.505762687548718,5.87980984511947,0.503779163615055
"4-40",1000,1000,0.3,0.7,6,12,0.5,12.5484695802206,6.05760026697789,0.517263820240986,6.12206748244976,0.512126363831681,6.00008827950968,0.512126363831681,6.07705631915804,0.515713348125182
"4-41",1000,1000,0.3,0.7,6,12,0.5,12.5929245497055,6.25265187781532,0.503478969231055,6.29109755791865,0.500426010408696,6.36590770708182,0.500426010408696,6.29040326612194,0.500481143892103
"4-42",1000,1000,0.3,0.7,6,12,0.5,12.3411022169905,6.18420537148636,0.498893594530618,6.22263477137615,0.495779658739949,6.32679672564765,0.495779658739949,6.18010114508114,0.499226160158311
"4-43",1000,1000,0.3,0.7,6,12,0.5,12.2110085038715,6.11196195430401,0.499471157327735,6.13467521684405,0.497611092900391,6.00435007403308,0.497611092900391,6.15635497531912,0.495835665549883
"4-44",1000,1000,0.3,0.7,6,12,0.5,11.7210418610723,6.23024822560731,0.468456106594152,6.19628039018512,0.471354128444498,6.1124548979498,0.471354128444498,6.18552577474794,0.47227167618169
"4-45",1000,1000,0.3,0.7,6,12,0.5,12.3327398501726,6.39812476725669,0.481208162583018,6.52032657343175,0.471299431217591,6.47174886303949,0.471299431217591,6.60008291054134,0.464832389985996
"4-46",1000,1000,0.3,0.7,6,12,0.5,11.8470002155955,6.22723572007452,0.474361812547539,6.24438215603036,0.472914489542238,6.19970550926647,0.472914489542238,6.26380510355843,0.471275007211301
"4-47",1000,1000,0.3,0.7,6,12,0.5,12.0331985841322,6.28204752019451,0.47794034343633,6.27921100600108,0.478176067477083,6.17757330593965,0.478176067477083,6.24780221217872,0.480786245776956
"4-48",1000,1000,0.3,0.7,6,12,0.5,11.9360708635076,6.31015222297323,0.471337570367029,6.3171116157775,0.470754514779989,6.32837425889339,0.470754514779989,6.3416594682047,0.46869790396493
"4-49",1000,1000,0.3,0.7,6,12,0.5,11.6543227396762,6.21111516420351,0.467054817088747,6.38058601269724,0.452513358757858,6.3505002594452,0.452513358757858,6.39370272896031,0.451387877976515
"4-50",1000,1000,0.3,0.7,6,12,0.5,12.3782340447265,6.40058404386988,0.482916220460648,6.52437280359302,0.472915701866812,6.35460165695008,0.472915701866812,6.50726962629175,0.47429741570737
"4-51",1000,1000,0.3,0.7,6,12,0.5,12.4109231025722,6.04863172404743,0.512636435335432,6.20244580468548,0.500242991321089,6.1176322595727,0.500242991321089,6.21815778475958,0.498977011349717
"4-52",1000,1000,0.3,0.7,6,12,0.5,12.5948966941279,6.3396583322058,0.496648643798601,6.35662008508928,0.495301927482033,6.20005662529084,0.495301927482033,6.35031871577,0.495802238796393
"4-53",1000,1000,0.3,0.7,6,12,0.5,11.8256401542092,6.48062197415284,0.451985525549233,6.56131794207292,0.445161711627298,6.54727590287083,0.445161711627298,6.54974711458222,0.446140164154165
"4-54",1000,1000,0.3,0.7,6,12,0.5,11.9033163090144,6.26440288335209,0.473726252354728,6.3044831588772,0.470359100337205,6.3391302471337,0.470359100337205,6.31188968488921,0.469736876595541
"4-55",1000,1000,0.3,0.7,6,12,0.5,11.8375811693195,6.05904542308265,0.488151731640377,6.06893347604154,0.487316421384215,6.03781642065295,0.487316421384215,6.01814156498816,0.491607155304166
"4-56",1000,1000,0.3,0.7,6,12,0.5,11.5644944301672,6.30001938782762,0.455227426856346,6.27425614116471,0.457455215266681,6.09118080614987,0.457455215266681,6.2320346505926,0.461106173882041
