"sim","n1","n0","prop_obs_s0","prop_obs_s1","delta.s.true","delta.true","R.true","betahat1","betahat1_star","R.model","betahat1_star.complete","R.model.complete","betahat1_star.ipw","R.model.ipw","betahat1_star.smle","R.model.smle"
"25-1",500,500,0.7,0.8,6,12,0.5,11.954800806461,6.56341308467979,0.450980974845472,6.40396127840975,0.464318863853532,5.65737757473918,0.464318863853532,6.47063810601779,0.458741453682715
"25-2",500,500,0.7,0.8,6,12,0.5,12.2422972591561,6.17332491632942,0.495738031380315,6.15032353109862,0.497616876889772,NA,0.497616876889772,6.20508191520311,0.493143992189677
"25-3",500,500,0.7,0.8,6,12,0.5,13.1917845679819,6.26846859553575,0.52482027255432,6.29397936799178,0.522886434692993,-0.338539762035436,0.522886434692993,6.29494336189817,0.522813359370893
"25-4",500,500,0.7,0.8,6,12,0.5,12.5158497197313,5.95132485355961,0.524496938935172,5.83466447404298,0.533817950462876,7.46209716738133,0.533817950462876,5.80151183298874,0.536466803061512
"25-5",500,500,0.7,0.8,6,12,0.5,11.8714352505864,6.13317411744613,0.483367091848209,5.84632505894765,0.507530055503704,NA,0.507530055503704,5.82996869262156,0.508907847319169
"25-6",500,500,0.7,0.8,6,12,0.5,11.3446190210559,5.99177898680488,0.471839558853056,5.72787558053561,0.495101988889662,-5.1951779842314,0.495101988889662,5.79437166564152,0.489240524085732
"25-7",500,500,0.7,0.8,6,12,0.5,11.437760611751,6.38115853654777,0.442097211757354,6.38114155082945,0.442098696813642,NA,0.442098696813642,6.35751451682718,0.444164401351819
"25-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25-9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
