"sim","n1","n0","prop_obs_s0","prop_obs_s1","R.true","delta.true","deltat.s.true","R.gold","R.complete","R.ipw.ipw","R.ipw.complete","R.smle.ipw","R.smle.complete","R.layla","delta.gold","delta.complete","delta.ipw.ipw","delta.ipw.complete","delta.smle.ipw","delta.smle.complete","delta.layla","delta.s.gold","delta.s.complete","delta.s.ipw.ipw","delta.s.ipw.complete","delta.s.smle.ipw","delta.s.smle.complete","delta.s.layla"
"30-1",1000,1000,0.3,1,0.5,12,6,0.483214123470372,0.504681630766022,0.504681630766022,0.504681630766035,0.510098824210382,0.510098824210395,NA,11.5921089425944,11.9723108782208,11.972310878221,11.972310878221,11.8451662526599,11.84516625266,NA,5.9906381807256,5.93010550016253,5.93010550016262,5.9301055001625,5.8029608746016,5.80296087460148,NA
"30-2",1000,1000,0.3,1,0.5,12,6,0.531538195485771,0.50107433337852,0.501074333378529,0.501074333378534,0.495805725426129,0.495805725426133,NA,12.6790751379883,12.19390605023,12.1939060502304,12.1939060502303,12.3234828322085,12.3234828322084,NA,5.93966241871348,6.08385270483072,6.08385270483078,6.08385270483066,6.21342948680891,6.2134294868088,NA
"30-3",1000,1000,0.3,1,0.5,12,6,0.530159449446341,0.521734679484164,0.521734679484163,0.521734679484158,0.522223045746578,0.522223045746573,NA,12.788484382582,12.8144406041915,12.8144406041915,12.8144406041912,12.8024569498627,12.8024569498625,NA,6.00854854305918,6.12870254279477,6.1287025427948,6.12870254279475,6.11671888846596,6.1167188884659,NA
"30-4",1000,1000,0.3,1,0.5,12,6,0.496951120143001,0.497980826461464,0.497980826461451,0.497980826461459,0.503306412754781,0.503306412754788,NA,11.712857291309,12.2487148236686,12.2487148236686,12.2487148236686,12.1191087107269,12.1191087107269,NA,5.89213974031787,6.14908969268734,6.1490896926875,6.14908969268738,6.01948357974573,6.01948357974563,NA
"30-5",1000,1000,0.3,1,0.5,12,6,0.506012113386312,0.522338194196553,0.522338194196531,0.522338194196536,0.527474368207632,0.527474368207637,NA,12.1975486888495,12.6464033756762,12.6464033756761,12.646403375676,12.5232616037399,12.5232616037398,NA,6.02544129867235,6.0407038733443,6.04070387334452,6.04070387334442,5.91756210140831,5.91756210140821,NA
"30-6",1000,1000,0.3,1,0.5,12,6,0.495723566542273,0.497897206839368,0.497897206839369,0.497897206839368,0.500524610009295,0.500524610009293,NA,12.0321697361688,12.352780551146,12.3527805511461,12.3527805511458,12.2879371166207,12.2879371166204,NA,6.06753964131321,6.20236561803076,6.20236561803079,6.20236561803066,6.1375221835054,6.13752218350528,NA
"30-7",1000,1000,0.3,1,0.5,12,6,0.481848390215474,0.460065875175544,0.460065875175531,0.460065875175534,0.4534028968716,0.453402896871602,NA,11.7480595345657,11.3158829938644,11.3158829938643,11.3158829938642,11.4821754533924,11.4821754533923,NA,6.08727595967968,6.10983138090814,6.10983138090824,6.10983138090814,6.27612384043633,6.27612384043625,NA
"30-8",1000,1000,0.3,1,0.5,12,6,0.462308089998909,0.485725881072654,0.485725881072651,0.485725881072635,0.488047223882153,0.488047223882137,NA,11.0785136064407,11.2627418341348,11.262741834135,11.2627418341345,11.2091718444032,11.2091718444027,NA,5.95682714102017,5.79213663345582,5.79213663345595,5.79213663345587,5.7385666437242,5.73856664372412,NA
"30-9",1000,1000,0.3,1,0.5,12,6,0.476286031757765,0.493415086948233,0.493415086948239,0.493415086948232,0.49443651329078,0.494436513290773,NA,11.7507469917627,11.871091686175,11.8710916861753,11.8710916861748,11.8465679193476,11.8465679193472,NA,6.15403033686656,6.0137159496705,6.01371594967057,6.01371594967045,5.98919218284298,5.98919218284285,NA
"30-10",1000,1000,0.3,1,0.5,12,6,0.467279193099929,0.47319916154241,0.473199161542408,0.473199161542422,0.475894886292701,0.475894886292714,NA,11.3223023715568,11.5964633640785,11.5964633640787,11.5964633640787,11.5307747546676,11.5307747546676,NA,6.03162605534235,6.10902662333928,6.10902662333942,6.10902662333926,6.04333801392833,6.04333801392817,NA
