"r","gs_nonparam_delta","gs_nonparam_delta.s","gs_nonparam_R.s","gs_param_delta","gs_param_delta.s","gs_param_R.s","cc_nonparam_delta","cc_nonparam_delta.s","cc_nonparam_R.s","cc_param_delta","cc_param_delta.s","cc_param_R.s","ipw_nonparam_delta","ipw_nonparam_delta.s","ipw_nonparam_R.s","ipw_param_delta","ipw_param_delta.s","ipw_param_R.s","smle_param_delta","smle_param_delta.s","smle_param_R.s"
1,12.343396337432,5.81893032911937,0.528579479257816,12.343396337432,5.86735674699894,0.524656214010899,12.7056991585367,5.84636653886287,0.539862665886054,12.7056991585367,5.89773998439409,0.535819327153553,12.7056991585392,5.84636653886291,0.539862665886142,12.7056991585367,5.89773998439402,0.535819327153558,12.3433963374321,5.81921651228599,0.528556294134469
2,12.0130854280053,6.00162243261001,0.500409576825383,12.0130854280053,6.01042778766526,0.499676596517533,12.1790372289934,5.97673788774724,0.509260233352515,12.1790372289934,5.98128553049353,0.508886834153482,12.179037228998,5.97673788774732,0.509260233352694,12.1790372289933,5.98128553049351,0.50888683415348,12.0130854280053,5.93749202614312,0.505747956116131
3,12.4266314836751,5.91416629224285,0.524073253478845,12.4266314836751,5.93895722684246,0.522078269187875,12.8785235391281,6.00818996868718,0.533472144502216,12.8785235391281,6.06708618582253,0.528898932599749,12.8785235391284,6.00818996868727,0.53347214450222,12.8785235391283,6.06708618582289,0.528898932599726,12.4266314836753,6.00501171846084,0.516762710284798
4,12.4520859779092,6.12867502421132,0.507819409929873,12.4520859779092,6.15345041046641,0.505829752429993,12.6173295767749,6.1169720434309,0.515192814278972,12.6173295767749,6.13846080138094,0.51348969969999,12.6173295767753,6.1169720434309,0.515192814278991,12.6173295767746,6.13846080138081,0.513489699699989,12.4520859779091,6.08123668472564,0.511629080018065
5,11.5275916944055,6.14524574200179,0.466909836424534,11.5275916944055,6.16682375909024,0.465037978220281,11.6813551634622,6.14597282500155,0.473864740948434,11.6813551634622,6.1724362241728,0.471599301810514,11.6813551634623,6.14597282500162,0.473864740948431,11.6813551634617,6.17243622417245,0.47159930181052,11.5275916944052,6.13512722696227,0.467787601295779
6,11.6909863522175,6.21460212199272,0.468427903791542,11.6909863522175,6.21579643590235,0.46832574697828,12.069626909493,6.23720710654853,0.483231159229714,12.069626909493,6.25664377225302,0.48162078089323,12.0696270395912,6.23720710654935,0.483231164799887,12.069626909493,6.25664377225292,0.481620780893242,11.6909863522175,6.2330130940216,0.466853103216619
7,11.561149242388,5.98342912536763,0.482453776876274,11.561149242388,6.03684325374863,0.477833636848571,11.9241168933404,5.93131110052218,0.502578584764228,11.9241168933404,6.04715890262678,0.492863164902041,11.9241168933406,5.93131110052212,0.502578584764237,11.9241168933407,6.04715890262682,0.492863164902046,11.5611492423882,6.01852364595909,0.479418220474779
8,11.4923888256955,5.91571782738843,0.485249070744834,11.4923888256955,5.8121307363361,0.494262609411463,11.7779277165246,5.91271161055131,0.497983707078139,11.7779277165246,5.79428117214818,0.50803899364922,11.7779277165249,5.91271161055132,0.49798370707815,11.7779277165255,5.79428117214874,0.50803899364921,11.4923888256955,5.71169366344905,0.503002052046965
9,12.533155781906,6.23160553513025,0.502790387068614,12.533155781906,6.17541377583949,0.507273835632453,12.6968201235774,6.2511110356796,0.507663259395824,12.6968201235774,6.1557949161865,0.515170345309099,12.6968201235865,6.25111103567965,0.507663259396174,12.696820123577,6.15579491618641,0.515170345309091,12.533155781906,6.12136263527358,0.511586487729535
10,11.4187471915641,5.86296037426853,0.486549594635044,11.4187471915641,5.84950934447739,0.487727572355847,11.7171374261082,5.85258973684118,0.50051027618739,11.7171374261082,5.84055830957239,0.501537099278326,11.7171375558396,5.85258973694887,0.50051028170852,11.7171374261078,5.840558309572,0.50153709927834,11.4187471915642,5.80456217092714,0.491663833733412
11,11.7489565712452,6.09752246648425,0.481015830681718,11.7489565712452,6.12573037908559,0.478614944064231,11.8034501998948,6.06694652581553,0.486002277040182,11.8034501998948,6.09860103395438,0.483320475736091,11.8034501998994,6.06694652581552,0.486002277040384,11.8034501998945,6.0986010339541,0.483320475736104,11.7489565712451,6.01357661634969,0.488160792842865
12,12.3802303093047,5.95701238347448,0.518828629625952,12.3802303093047,5.85359527851012,0.527182036822798,12.7269110217229,6.0345245154016,0.5258453127313,12.7269110217229,5.93618300100072,0.533572365606348,12.726911021723,6.03452451540154,0.525845312731308,12.7269110217223,5.93618300100049,0.533572365606343,12.3802303093049,5.87432598781794,0.525507535719846
13,11.5723102734508,5.8142060427765,0.497576032322997,11.5723102734508,5.78856603094981,0.499791666990649,11.7243880327645,5.83545618786638,0.502280530842305,11.7243880327645,5.82541865484219,0.503136655101937,11.7243880327645,5.83545618786647,0.502280530842296,11.7243880327646,5.82541865484224,0.503136655101936,11.5723102734508,5.77908788781496,0.5006107033724
14,13.2063908459945,6.00012504762782,0.545665040691443,13.2063908459945,5.93956647442735,0.550250591271209,13.4087945452823,5.98466293681944,0.553676289348092,13.4087945452823,5.92383588287035,0.558212644480068,13.4087945453468,5.98466293681949,0.553676289350235,13.4087945452828,5.92383588287061,0.558212644480065,13.2063908459946,5.77747745495063,0.56252412015332
