"r","gs_nonparam_delta","gs_nonparam_delta.s","gs_nonparam_R.s","gs_param_delta","gs_param_delta.s","gs_param_R.s","cc_nonparam_delta","cc_nonparam_delta.s","cc_nonparam_R.s","cc_param_delta","cc_param_delta.s","cc_param_R.s","ipw_nonparam_delta","ipw_nonparam_delta.s","ipw_nonparam_R.s","ipw_param_delta","ipw_param_delta.s","ipw_param_R.s","smle_param_delta","smle_param_delta.s","smle_param_R.s"
1,11.5921089425944,6.0837048631799,0.475185672140664,11.5921089425944,5.9906381807256,0.483214123470372,11.4695186491929,5.78422057016267,0.495687591861607,11.4695186491929,5.82240504135336,0.492358378809289,12.210313214365,5.85352415863227,0.520608189497891,NA,NA,NA,11.6407215312979,5.81750080211999,0.500245686104703
2,12.2041276645832,6.0441902235626,0.504742133999216,12.2041276645832,6.02482045636451,0.506329282850035,12.8905552988772,6.2756455066077,0.5131594131438,12.8905552988772,6.21978140290777,0.517493136742564,13.2428935846673,6.24217149314208,0.528639911418658,NA,NA,NA,12.2547053333033,6.34518885451763,0.482224281862249
3,12.0501245894823,5.82977416550973,0.516206316190447,12.0501245894823,5.884778947288,0.511641651205466,11.5976201764253,5.92942726403435,0.488737588071109,11.5976201764253,5.99321324722205,0.483237668068783,12.1246591975685,6.02379396136931,0.50317828623362,NA,NA,NA,12.0501245894822,5.98929371395951,0.502968316262292
4,11.9333913690373,6.017814376516,0.49571633155936,11.9333913690373,6.01676369797181,0.495804376819228,11.7229430151302,5.82953412189742,0.502724348794196,11.7229430151302,5.92051519544507,0.494963407413671,12.5506562967281,5.94754944728335,0.526116459038574,NA,NA,NA,11.9111267969388,5.84920236433075,0.50892955267389
5,12.5205268411489,6.08739421709384,0.513806863375147,12.5205268411489,6.07392672103011,0.514882496711874,12.562498767841,6.09713202098698,0.514656109929726,12.562498767841,6.08834471815649,0.51535559679081,12.9746701925831,6.10597399670761,0.529392739385542,NA,NA,NA,12.5630623313177,6.09935798884403,0.514500698317853
6,12.3265032335402,6.18140300656293,0.49852745020636,12.3265032335402,6.15828043106111,0.500403292451622,12.3792709591025,5.99473679177637,0.51574395523119,12.3792709591025,5.99171339194011,0.515988186078568,12.8938604189578,6.01552680723097,0.533458048112078,NA,NA,NA,12.3265032335404,6.0533776413251,0.508913637011521
7,11.7311262387293,5.81738028164102,0.504107264447003,11.7311262387293,5.87552689173667,0.499150655088929,11.7400664400459,5.89469513364413,0.497899337814897,11.7400664400459,5.90478326114369,0.497040047320156,12.410871903695,5.93390291731874,0.521878642905654,NA,NA,NA,11.6878915864051,5.88957751812702,0.496095812098604
8,12.0833002051878,5.85791102605473,0.515206034230637,12.0833002051878,5.87031531572532,0.514179469512394,11.8365720568868,5.74973079450274,0.514240206804013,11.8365720568868,5.80665554793002,0.509430980521801,12.4713699854566,5.82048029653955,0.533292629171688,NA,NA,NA,12.0833002051877,5.76240130329289,0.52311030881953
9,12.4128373236452,5.8974047725846,0.524894702249047,12.4128373236452,5.92528061691587,0.522648975216262,12.5008458454374,5.89860516430965,0.528143516267539,12.5008458454374,5.89987565127542,0.52804188418748,13.3131702788291,5.93279921604378,0.554366158338841,NA,NA,NA,12.4128373236449,5.97068099295429,0.518991441096154
10,11.618563328892,6.20095625430064,0.46628889659011,11.618563328892,6.1394646874245,0.47158142417166,11.8900265439704,6.22407333236733,0.476529904340401,11.8900265439704,6.17557065968139,0.48060917804989,12.6988230047875,6.21096738568817,0.510902121925268,NA,NA,NA,11.618563328892,6.13110317487668,0.472301092542965
11,11.4856060573566,6.18536605168635,0.461468030437575,11.4856060573566,6.08404636406933,0.470289479398218,11.7702873978883,5.91949509860134,0.497081515642232,11.7702873978883,5.96516759787723,0.493201194140135,12.8561572507276,6.01662221300004,0.532004618824995,NA,NA,NA,11.4856060573564,5.93803317071804,0.483002190649329
12,11.7700320648995,5.60684027382761,0.523634239659526,11.7700320648995,5.70176068215888,0.515569655994173,11.4562189046638,5.77325823596813,0.496059015281399,11.4562189046638,5.8478256272024,0.489550114582591,12.0936400507516,5.87784206846235,0.513972464551974,NA,NA,NA,11.7700320648996,5.80976481039021,0.50639345939286
13,12.2052128579301,6.1116566487319,0.49925849554021,12.2052128579301,6.15710296703118,0.495534978480058,11.6058645189512,5.87849641653665,0.493489140172397,11.6058645189512,6.00061855498195,0.482966689367815,12.4015106256323,6.04074547275323,0.512902447523788,NA,NA,NA,12.1530515882452,5.92540533869151,0.512434774454284
14,11.5836836816066,6.03517621333661,0.478993351405158,11.5836836816066,5.9519223791404,0.486180515392414,11.4275135502941,6.1071222679442,0.465577333068484,11.4275135502941,6.01738684549146,0.473429909401718,12.1039093205031,6.02396893230928,0.502312123067119,NA,NA,NA,11.5836836816063,5.9880038129358,0.483065665679031
15,10.9447318553413,5.84622697499113,0.465841004397196,10.9447318553413,5.88355000948084,0.462430867448844,10.3771429836024,5.72257869129556,0.448540055741916,10.3771429836024,5.74048803886844,0.446814210044196,10.8742592767132,5.74766119750559,0.471443428812301,NA,NA,NA,10.9447318553414,5.72818809180922,0.476625999839945
16,12.0640624605714,6.31099254753968,0.476876668355648,12.0640624605714,6.27150395952139,0.480149909699296,12.1473574689426,6.31548186184008,0.480094178673263,12.1473574689426,6.23550148670393,0.486678357606058,12.7257607802391,6.26366429136063,0.507796476805772,NA,NA,NA,12.0640624605712,6.20694035011343,0.48550164006532
17,12.3514129267232,6.07029704563494,0.508534199152114,12.3514129267232,6.04183955115194,0.51083818612525,12.1928018973455,5.91083400616576,0.515219384688552,12.1928018973455,5.86556583580696,0.518932080977718,12.5972336308941,5.88769039921382,0.532620369540932,NA,NA,NA,12.351412926723,5.91551778453432,0.521065499175747
18,11.7587938121596,5.96758995246484,0.492499822023085,11.7587938121596,6.076727832079,0.483218438119464,12.0299053595519,5.93747472611394,0.506440445817846,12.0299053595519,5.97414249032862,0.503392394888205,12.8278391746107,6.01021207875143,0.531471201272383,NA,NA,NA,11.7587938121596,6.01613267459324,0.488371616111506
19,11.6621845913635,5.92835894143663,0.491659654759118,11.6621845913635,5.81998503838429,0.500952416522862,11.5856297849414,5.95031361140163,0.486405683432448,11.5856297849414,5.86921426183931,0.493405678345779,12.192860222043,5.88963251933985,0.516960548051539,NA,NA,NA,11.6621845913636,5.87837403461166,0.495945721956343
20,11.7660443815107,5.864054867394,0.501612039080115,11.7660443815107,5.82008086975789,0.50534940367014,11.6765867990925,5.61109068888416,0.519457972999419,11.6765867990925,5.48709492590907,0.53007715179786,12.5147467182,5.55709567784967,0.555956200873959,NA,NA,NA,11.7660443815109,5.4094477190152,0.540249250842911
21,11.6288652072978,5.81225544455712,0.500187220253477,11.6288652072978,5.82696525612375,0.498922280699667,11.7116138547028,5.84876341849437,0.500601412319805,11.7116138547028,5.88936762259874,0.497134409000868,12.5437145582277,5.92151175941198,0.527929965886548,NA,NA,NA,11.6288652072975,5.86287711711363,0.495834115143543
22,12.7096340150117,6.17225094288253,0.514364384089084,12.7096340150117,6.08712685575041,0.521061987421452,12.2628567787956,6.16523063264021,0.497243526214799,12.2628567787956,6.07999884506232,0.504193928483646,12.7670813553171,6.10331606116354,0.521948995913487,NA,NA,NA,12.7096340150118,6.06446419115296,0.52284509656297
23,12.1563766775326,6.00237409549856,0.506236582271084,12.1563766775326,5.92270949016899,0.512789900537111,12.1348603684809,6.44095355152613,0.469218981022982,12.1348603684809,6.22409747321251,0.487089485645917,12.744425818218,6.25105841829946,0.509506469144835,NA,NA,NA,12.1563766775326,6.19409478552556,0.4904653788021
24,12.497946274208,6.05108177234581,0.515833910661513,12.497946274208,5.96788354744692,0.522490862377699,12.6163946468563,5.93581526780211,0.529515726643733,12.6163946468563,5.86403105931852,0.535205482750203,13.0998739723648,5.89282916433349,0.550161385005315,NA,NA,NA,12.4979462742082,5.83937639864544,0.532773123637438
25,12.1566222667182,5.9635878535801,0.509437101627568,12.1566222667182,5.95818723298747,0.509881355012607,11.8482464004514,5.91194090362225,0.501028194062792,11.8482464004514,5.84844915466209,0.506386940565375,12.3608614285617,5.87272404493766,0.524893626639336,NA,NA,NA,12.1566222667183,5.8016739971995,0.522756085538414
26,11.8587059440303,6.10032033391527,0.485582966412437,11.8587059440303,6.15718701100987,0.480787613752291,11.4406770031358,5.85222817531236,0.48847186458386,11.4406770031358,5.97805096505205,0.477474019814254,11.8603459850915,5.98725209041778,0.495187400271142,NA,NA,NA,11.8587059440304,6.01106176611165,0.493109805194423
27,11.4780970235963,6.03042936324154,0.47461418466455,11.4780970235963,6.09771275448916,0.468752290388059,11.4393995458126,6.08292475201919,0.46824789818222,11.4393995458126,6.10618261069398,0.466214761864037,12.1733809899595,6.15719189773647,0.494208560233604,NA,NA,NA,11.478097023596,6.09907130463614,0.468633930162986
